-- nio server is listening port 9000 (single-thread)
select [1002]
select [1001]
select [554]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [877]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [5]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [1]
select [2]
select [1]
select [1]
select [1]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [1]
select [0]
select [1]
select [0]
select [1]
select [2]
select [0]
select [0]
select [5]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [1]
select [1]
select [0]
select [0]
select [0]
select [0]
select [1]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [5]
select [1]
select [3]
select [4]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [3]
select [0]
select [0]
select [0]
select [0]
select [1]
select [1]
select [0]
select [0]
select [0]
select [1]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [1]
select [1]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [2]
select [0]
select [1001]
select [1001]
select [1001]
