-- nio server is listening port 9000 (single-thread)
select [7045]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [879]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [4]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [1]
select [0]
select [1]
select [0]
select [0]
select [0]
select [1]
select [3]
select [1]
select [0]
select [1]
select [0]
select [0]
select [0]
select [1]
select [0]
select [1]
select [0]
select [1]
select [0]
select [0]
select [1]
select [0]
select [1]
select [3]
select [0]
select [1]
select [0]
select [0]
select [3]
select [0]
select [1]
select [1]
select [1]
select [0]
select [0]
select [0]
select [1]
select [2]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [3]
select [0]
select [1]
select [3]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [5]
select [2]
select [3]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [1]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [1]
select [0]
select [1]
select [1]
select [2]
select [1]
select [0]
select [0]
select [1]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [0]
select [3]
select [0]
select [1]
